SID, PID ,SubClass,LotArea,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,BsmtQual,BsmtCond,TotalBsmtSF,Heating,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,GrLivArea,GarageCars,GarageArea,YrSold,SaleType, SalePrice , living_area,total_area_,ratio_living_to_totalLivingToTotal,ratio_lot_to_living,prie_per_leaving_sf,price_per_total_sf
2797,"$907,270,050.00 ",60,10566,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,1999,1999,Gd,TA,1090,GasA,Y,SBrkr,1090,1124,2214,3,646,2006,WD ,"268,500","2,214","3,304",0.670096852,4.77,$121.27 ,$81.27 
2798,"$907,275,030.00 ",60,21533,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1996,1997,Gd,TA,1065,GasA,Y,SBrkr,1065,984,2049,2,467,2006,WD ,"210,900","2,049","3,114",0.657996146,10.51,$102.93 ,$67.73 
2799,"$907,285,010.00 ",60,11250,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1998,1998,Gd,TA,1054,GasA,Y,SBrkr,1070,869,1939,3,555,2006,WD ,"227,000","1,939","2,993",0.647844972,5.8,$117.07 ,$75.84 
2800,"$907,285,100.00 ",60,11250,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1995,1996,Gd,Gd,930,GasA,Y,SBrkr,950,1045,1995,2,610,2006,WD ,"237,000","1,995","2,925",0.682051282,5.64,$118.80 ,$81.03 
2801,"$907,290,020.00 ",60,9750,Lvl,AllPub,CollgCr,1Fam,2Story,7,6,1998,1998,Gd,TA,1108,GasA,Y,SBrkr,1108,989,2097,2,583,2006,WD ,"274,300","2,097","3,205",0.654290172,4.65,$130.81 ,$85.59 
2802,"$907,290,080.00 ",20,9100,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,2005,Gd,TA,1860,GasA,Y,SBrkr,1836,0,1836,2,484,2006,WD ,"216,837","1,836","3,696",0.496753247,4.96,$118.10 ,$58.67 
2806,"$907,401,050.00 ",20,8810,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,TA,1390,GasA,Y,SBrkr,1390,0,1390,2,545,2006,WD ,"207,000","1,390","2,780",0.5,6.34,$148.92 ,$74.46 
2807,"$907,401,080.00 ",60,12393,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2004,2005,Gd,TA,847,GasA,Y,SBrkr,847,1101,1948,2,434,2006,WD ,"195,000","1,948","2,795",0.696958855,6.36,$100.10 ,$69.77 
2808,"$907,405,030.00 ",20,9135,Lvl,AllPub,CollgCr,1Fam,1Story,6,5,2003,2003,Gd,TA,1682,GasA,Y,SBrkr,1700,0,1700,2,544,2006,WD ,"200,000","1,700","3,382",0.502661147,5.37,$117.65 ,$59.14 
2810,"$907,410,100.00 ",60,8400,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2005,2005,Gd,TA,784,GasA,Y,SBrkr,784,827,1611,2,572,2006,WD ,"195,800","1,611","2,395",0.672651357,5.21,$121.54 ,$81.75 
2812,"$907,412,010.00 ",60,11645,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2004,2004,Gd,TA,860,GasA,Y,SBrkr,860,860,1720,2,565,2006,WD ,"196,500","1,720","2,580",0.666666667,6.77,$114.24 ,$76.16 
2817,"$908,102,020.00 ",70,8777,Bnk,AllPub,Edwards,1Fam,2Story,4,6,1910,2000,Gd,TA,676,GasA,Y,SBrkr,760,676,1436,2,528,2006,WD ,"98,000","1,436","2,112",0.679924242,6.11,$68.25 ,$46.40 
2818,"$908,102,320.00 ",20,17755,Lvl,AllPub,Edwards,1Fam,1Story,5,4,1959,1959,TA,TA,1466,GasA,Y,SBrkr,1466,0,1466,2,528,2006,WD ,"149,900","1,466","2,932",0.5,12.11,$102.25 ,$51.13 
2819,"$908,102,330.00 ",20,8877,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1951,1951,Fa,Fa,836,GasA,Y,FuseF,1220,0,1220,2,396,2006,COD,"102,000","1,220","2,056",0.593385214,7.28,$83.61 ,$49.61 
2823,"$908,128,100.00 ",60,7162,Lvl,AllPub,Edwards,1Fam,2Story,7,5,2003,2004,Gd,TA,796,GasA,Y,SBrkr,806,918,1724,2,616,2006,WD ,"196,500","1,724","2,520",0.684126984,4.15,$113.98 ,$77.98 
2824,"$908,130,020.00 ",20,8050,Lvl,AllPub,Edwards,1Fam,1Story,6,5,2002,2002,Gd,TA,914,GasA,Y,SBrkr,914,0,914,0,0,2006,WD ,"117,250",914,"1,828",0.5,8.81,$128.28 ,$64.14 
2825,"$908,178,050.00 ",60,11060,Lvl,AllPub,Edwards,1Fam,2Story,7,5,2003,2005,Ex,TA,1150,GasA,Y,SBrkr,1164,1150,2314,2,502,2006,ConLD,"229,000","2,314","3,464",0.668013857,4.78,$98.96 ,$66.11 
2834,"$908,225,180.00 ",50,6956,Lvl,AllPub,Edwards,1Fam,1.5Fin,4,7,1948,1950,Fa,TA,624,GasA,Y,SBrkr,624,312,936,1,265,2006,WD ,"97,900",936,"1,560",0.6,7.43,$104.59 ,$62.76 
2838,"$908,228,040.00 ",50,9738,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,7,1924,1950,TA,TA,784,GasA,Y,SBrkr,949,272,1221,1,392,2006,WD ,"104,900","1,221","2,005",0.608977556,7.98,$85.91 ,$52.32 
2839,"$908,275,220.00 ",20,8172,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1955,1990,TA,TA,864,GasA,Y,SBrkr,864,0,864,2,572,2006,WD ,"115,000",864,"1,728",0.5,9.46,$133.10 ,$66.55 
2841,"$909,101,050.00 ",50,8248,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,7,1918,1950,TA,TA,686,GasW,Y,SBrkr,686,564,1250,1,280,2006,WD ,"116,000","1,250","1,936",0.645661157,6.6,$92.80 ,$59.92 
2843,"$909,101,190.00 ",75,6204,Bnk,AllPub,SWISU,1Fam,2.5Fin,4,5,1912,1950,TA,Fa,795,GasA,N,SBrkr,954,795,2230,1,440,2006,WD ,"118,500","1,749","2,544",0.6875,3.55,$67.75 ,$46.58 
2844,"$909,101,330.00 ",30,8088,Lvl,AllPub,Edwards,1Fam,1Story,2,3,1922,1955,TA,TA,498,GasA,N,FuseF,498,0,498,1,216,2006,ConLD,"35,000",498,996,0.5,16.24,$70.28 ,$35.14 
2845,"$909,103,020.00 ",50,11388,Low,AllPub,Edwards,1Fam,1.5Fin,4,7,1910,1993,TA,TA,616,GasA,N,SBrkr,1055,218,1273,1,275,2006,WD ,"121,000","1,273","1,889",0.673901535,8.95,$95.05 ,$64.06 
2847,"$909,175,030.00 ",50,8400,Bnk,AllPub,SWISU,1Fam,1.5Fin,6,5,1940,2000,TA,TA,940,GasA,Y,SBrkr,1192,403,1595,1,240,2006,WD ,"140,000","1,595","2,535",0.629191321,5.27,$87.77 ,$55.23 
2848,"$909,176,180.00 ",50,10890,Lvl,AllPub,SWISU,1Fam,1.5Fin,5,5,1938,1950,Fa,TA,1058,GasA,Y,SBrkr,1058,493,1551,1,240,2006,WD ,"137,000","1,551","2,609",0.594480644,7.02,$88.33 ,$52.51 
2850,"$909,250,070.00 ",70,7000,Lvl,AllPub,SWISU,1Fam,2Story,7,8,1926,1997,TA,TA,624,GasA,Y,SBrkr,743,736,1479,1,312,2006,WD ,"160,000","1,479","2,103",0.703281027,4.73,$108.18 ,$76.08 
2851,"$909,250,120.00 ",70,13132,Lvl,AllPub,Crawfor,1Fam,2Story,5,5,1914,1950,Gd,TA,747,GasA,Y,FuseF,892,892,1784,1,180,2006,WD ,"138,887","1,784","2,531",0.704859739,7.36,$77.85 ,$54.87 
2852,"$909,250,200.00 ",70,4899,HLS,AllPub,SWISU,1Fam,2Story,6,8,1920,1950,TA,TA,755,GasA,Y,SBrkr,755,755,1510,1,216,2006,WD ,"149,000","1,510","2,265",0.666666667,3.24,$98.68 ,$65.78 
2853,"$909,250,210.00 ",50,6000,Lvl,AllPub,SWISU,1Fam,1.5Fin,5,5,1926,1950,TA,TA,1008,GasA,Y,SBrkr,1008,0,1522,0,0,2006,WD ,"102,000","1,008","2,016",0.5,5.95,$101.19 ,$50.60 
2855,"$909,254,070.00 ",70,7588,Lvl,AllPub,Crawfor,1Fam,2Story,7,6,1920,1950,Fa,TA,793,GasA,Y,SBrkr,901,901,1802,1,216,2006,WD ,"200,100","1,802","2,595",0.694412331,4.21,$111.04 ,$77.11 
2856,"$909,256,010.00 ",50,10164,Bnk,AllPub,SWISU,1Fam,1.5Fin,5,5,1939,1950,TA,Fa,992,GasA,Y,SBrkr,992,473,1465,1,240,2006,WD ,"131,000","1,465","2,457",0.596255596,6.94,$89.42 ,$53.32 
2857,"$909,256,020.00 ",50,6191,Lvl,AllPub,SWISU,1Fam,1.5Fin,5,4,1941,1950,Fa,Fa,824,GasA,N,SBrkr,824,464,1288,1,240,2006,WD ,"112,000","1,288","2,112",0.609848485,4.81,$86.96 ,$53.03 
2859,"$909,275,250.00 ",50,21780,Lvl,AllPub,Crawfor,1Fam,2Story,6,5,1920,1950,TA,Fa,817,GasA,Y,FuseF,940,610,1550,1,318,2006,WD ,"195,000","1,550","2,367",0.654837347,14.05,$125.81 ,$82.38 
2860,"$909,276,010.00 ",70,11435,HLS,AllPub,Crawfor,1Fam,2Story,8,7,1929,1950,Gd,TA,792,GasA,Y,SBrkr,792,725,1517,2,400,2006,WD ,"230,000","1,517","2,309",0.65699437,7.54,$151.62 ,$99.61 
2861,"$909,276,070.00 ",50,12400,HLS,AllPub,Crawfor,1Fam,1.5Fin,5,6,1940,1950,Gd,TA,901,GasA,Y,SBrkr,1125,592,1717,1,410,2006,WD ,"194,000","1,717","2,618",0.655844156,7.22,$112.99 ,$74.10 
2862,"$909,279,040.00 ",30,11600,Lvl,AllPub,Crawfor,1Fam,1Story,4,5,1922,1950,Fa,TA,700,GasA,Y,SBrkr,1180,0,1180,1,252,2006,WD ,"137,500","1,180","1,880",0.627659574,9.83,$116.53 ,$73.14 
2863,"$909,280,030.00 ",50,11500,Lvl,AllPub,Crawfor,1Fam,1.5Fin,7,7,1936,1987,Gd,TA,1017,GasA,Y,SBrkr,1020,1037,2057,1,180,2006,WD ,"250,000","2,057","3,074",0.669160703,5.59,$121.54 ,$81.33 
2864,"$909,280,070.00 ",50,8170,Lvl,AllPub,Crawfor,1Fam,1.5Fin,7,7,1929,1950,TA,TA,1022,GasA,Y,FuseA,1122,549,1671,2,451,2006,WD ,"218,000","1,671","2,693",0.620497586,4.89,$130.46 ,$80.95 
2865,"$909,281,010.00 ",70,16560,Lvl,AllPub,Crawfor,1Fam,2Story,6,8,1932,1950,Gd,TA,952,GasA,Y,SBrkr,1170,1175,2345,2,360,2006,WD ,"239,000","2,345","3,297",0.711252654,7.06,$101.92 ,$72.49 
2866,"$909,282,060.00 ",70,12320,HLS,AllPub,Crawfor,1Fam,2Story,7,7,1932,1990,TA,TA,637,GasA,Y,SBrkr,959,650,1609,3,579,2006,WD ,"199,500","1,609","2,246",0.716384684,7.66,$123.99 ,$88.82 
2867,"$909,282,110.00 ",70,14210,Lvl,AllPub,Crawfor,1Fam,2Story,6,7,1930,1959,TA,TA,697,GasA,Y,SBrkr,1104,697,1801,2,365,2006,WD ,"210,000","1,801","2,498",0.720976781,7.89,$116.60 ,$84.07 
2869,"$909,425,180.00 ",20,12984,Bnk,AllPub,Crawfor,1Fam,1Story,5,6,1977,1977,Gd,TA,1430,GasA,Y,SBrkr,1647,0,1647,2,621,2006,WD ,"217,500","1,647","3,077",0.535261618,7.88,$132.06 ,$70.69 
2870,"$909,426,060.00 ",60,15600,Lvl,AllPub,Crawfor,1Fam,2Story,5,7,1950,1963,Gd,TA,1168,GasA,Y,SBrkr,1278,1037,2315,1,342,2006,WD ,"257,000","2,315","3,483",0.664656905,6.74,$111.02 ,$73.79 
2871,"$909,428,110.00 ",190,15750,Lvl,AllPub,Crawfor,2fmCon,1Story,5,5,1953,1953,TA,TA,1165,GasA,Y,SBrkr,1336,0,1336,1,375,2006,WD ,"157,000","1,336","2,501",0.534186325,11.79,$117.51 ,$62.77 
2872,"$909,475,020.00 ",20,16381,Lvl,AllPub,Crawfor,1Fam,1Story,6,5,1969,1969,TA,TA,1844,GasA,Y,SBrkr,1844,0,1844,2,540,2006,WD ,"223,000","1,844","3,688",0.5,8.88,$120.93 ,$60.47 
2886,"$913,350,030.00 ",20,23580,Lvl,AllPub,Mitchel,1Fam,1Story,6,6,1979,1979,Gd,TA,1625,GasA,Y,SBrkr,1625,0,1625,2,576,2006,WD ,"242,500","1,625","3,250",0.5,14.51,$149.23 ,$74.62 
2887,"$914,452,060.00 ",90,8385,Lvl,AllPub,Mitchel,Duplex,1Story,6,5,1978,1978,TA,TA,1664,GasA,Y,SBrkr,1664,0,1664,2,616,2006,WD ,"145,000","1,664","3,328",0.5,5.04,$87.14 ,$43.57 
2888,"$914,474,020.00 ",20,9116,Lvl,AllPub,Mitchel,1Fam,1Story,8,5,2001,2001,Ex,TA,1491,GasA,Y,SBrkr,1491,0,1491,2,490,2006,WD ,"209,000","1,491","2,982",0.5,6.11,$140.17 ,$70.09 
2889,"$914,476,050.00 ",90,10530,Lvl,AllPub,Mitchel,Duplex,SFoyer,6,5,1977,1977,Gd,TA,975,GasA,Y,SBrkr,1004,0,1004,2,504,2006,WD ,"135,000","1,004","1,979",0.507326933,10.49,$134.46 ,$68.22 
2890,"$914,476,130.00 ",80,11080,Lvl,AllPub,Mitchel,1Fam,SLvl,6,6,1975,1975,TA,TA,1128,GasA,Y,SBrkr,1210,0,1210,2,528,2006,WD ,"148,000","1,210","2,338",0.517536356,9.16,$122.31 ,$63.30 
2892,"$916,225,130.00 ",60,26178,Lvl,AllPub,Timber,1Fam,2Story,7,5,1989,1990,Gd,TA,1210,GasA,Y,SBrkr,1238,1281,2519,2,628,2006,WD ,"335,000","2,519","3,729",0.675516224,10.39,$132.99 ,$89.84 
2895,"$916,326,010.00 ",20,16669,Lvl,AllPub,Timber,1Fam,1Story,8,6,1981,1981,Gd,TA,1686,GasA,Y,SBrkr,1707,0,1707,2,511,2006,WD ,"228,000","1,707","3,393",0.503094607,9.77,$133.57 ,$67.20 
2896,"$916,402,125.00 ",20,13811,Lvl,AllPub,Timber,1Fam,1Story,6,6,1987,1987,Gd,Gd,1112,GasA,Y,SBrkr,1137,0,1137,2,551,2006,WD ,"176,000","1,137","2,249",0.505558026,12.15,$154.79 ,$78.26 
2897,"$916,403,020.00 ",20,8049,Lvl,AllPub,Timber,1Fam,1Story,7,5,1990,1990,Gd,TA,1309,GasA,Y,SBrkr,1339,0,1339,2,484,2006,WD ,"180,000","1,339","2,648",0.505664653,6.01,$134.43 ,$67.98 
2898,"$916,403,130.00 ",60,11170,Lvl,AllPub,Timber,1Fam,2Story,7,5,1990,1991,Gd,TA,1216,GasA,Y,SBrkr,1298,1216,2514,2,693,2006,WD ,"250,000","2,514","3,730",0.673994638,4.44,$99.44 ,$67.02 
2899,"$916,460,070.00 ",20,8098,Lvl,AllPub,Timber,1Fam,1Story,6,5,2000,2000,Gd,TA,1381,GasA,Y,SBrkr,1403,0,1403,2,470,2006,WD ,"202,000","1,403","2,784",0.503951149,5.77,$143.98 ,$72.56 
2900,"$916,475,100.00 ",20,14331,Lvl,AllPub,Timber,1Fam,1Story,8,5,2002,2002,Ex,TA,1800,GasA,Y,SBrkr,1800,0,1800,3,765,2006,WD ,"312,500","1,800","3,600",0.5,7.96,$173.61 ,$86.81 
2912,"$923,225,510.00 ",20,10172,Lvl,AllPub,Mitchel,1Fam,1Story,5,7,1968,2003,TA,TA,864,GasA,Y,SBrkr,874,0,874,1,288,2006,WD ,"126,500",874,"1,738",0.50287687,11.64,$144.74 ,$72.78 
2913,"$923,226,150.00 ",90,11836,Lvl,AllPub,Mitchel,Duplex,1Story,5,5,1970,1970,TA,TA,1652,GasA,Y,SBrkr,1652,0,1652,3,928,2006,WD ,"146,500","1,652","3,304",0.5,7.16,$88.68 ,$44.34 
2916,"$923,227,100.00 ",20,13384,Lvl,AllPub,Mitchel,1Fam,1Story,5,5,1969,1979,TA,TA,1104,GasA,Y,SBrkr,1360,0,1360,1,336,2006,WD ,"140,000","1,360","2,464",0.551948052,9.84,$102.94 ,$56.82 
2922,"$923,229,110.00 ",90,12640,Lvl,AllPub,Mitchel,Duplex,1Story,6,5,1976,1976,TA,TA,1728,GasA,Y,SBrkr,1728,0,1728,2,574,2006,WD ,"150,900","1,728","3,456",0.5,7.31,$87.33 ,$43.66 
2924,"$923,250,060.00 ",20,17400,Low,AllPub,Mitchel,1Fam,1Story,5,5,1977,1977,TA,TA,1126,GasA,Y,SBrkr,1126,0,1126,2,484,2006,WD ,"160,000","1,126","2,252",0.5,15.45,$142.10 ,$71.05 
2926,"$923,275,080.00 ",80,7937,Lvl,AllPub,Mitchel,1Fam,SLvl,6,6,1984,1984,TA,TA,1003,GasA,Y,SBrkr,1003,0,1003,2,588,2006,WD ,"142,500","1,003","2,006",0.5,7.91,$142.07 ,$71.04 
2927,"$923,276,100.00 ",20,8885,Low,AllPub,Mitchel,1Fam,1Story,5,5,1983,1983,Gd,TA,864,GasA,Y,SBrkr,902,0,902,2,484,2006,WD ,"131,000",902,"1,766",0.510758777,9.85,$145.23 ,$74.18 
2928,"$923,400,125.00 ",85,10441,Lvl,AllPub,Mitchel,1Fam,SFoyer,5,5,1992,1992,Gd,TA,912,GasA,Y,SBrkr,970,0,970,0,0,2006,WD ,"132,000",970,"1,882",0.515409139,10.76,$136.08 ,$70.14 
2929,"$924,100,070.00 ",20,10010,Lvl,AllPub,Mitchel,1Fam,1Story,5,5,1974,1975,Gd,TA,1389,GasA,Y,SBrkr,1389,0,1389,2,418,2006,WD ,"170,000","1,389","2,778",0.5,7.21,$122.39 ,$61.20 
2930,"$924,151,050.00 ",60,9627,Lvl,AllPub,Mitchel,1Fam,2Story,7,5,1993,1994,Gd,TA,996,GasA,Y,SBrkr,996,1004,2000,3,650,2006,WD ,"188,000","2,000","2,996",0.667556742,4.81,$94.00 ,$62.75 
30,"$527,451,180.00 ",160,1680,Lvl,AllPub,BrDale,Twnhs,2Story,6,5,1971,1971,TA,TA,483,GasA,Y,SBrkr,483,504,987,1,264,2010,COD,"96,000",987,"1,470",0.671428571,1.7,$97.26 ,$65.31 
31,"$527,451,330.00 ",160,1680,Lvl,AllPub,BrDale,Twnhs,2Story,5,5,1971,1971,TA,TA,525,GasA,Y,SBrkr,525,567,1092,1,320,2010,WD ,"105,500","1,092","1,617",0.675324675,1.54,$96.61 ,$65.24 
84,"$532,351,140.00 ",90,8930,Lvl,AllPub,Sawyer,Duplex,1.5Fin,6,5,1978,1978,NA,NA,0,GasA,Y,SBrkr,1318,584,1902,2,539,2010,WD ,"112,000","1,902","1,902",1,4.7,$58.89 ,$58.89 
171,"$902,104,060.00 ",50,8800,Lvl,AllPub,OldTown,1Fam,1.5Fin,4,7,1910,2004,TA,Fa,576,GasA,Y,SBrkr,792,348,1140,0,0,2010,WD ,"96,500","1,140","1,716",0.664335664,7.72,$84.65 ,$56.24 
172,"$902,106,130.00 ",30,4485,Lvl,AllPub,OldTown,1Fam,1Story,5,7,1920,1950,TA,TA,936,GasA,Y,SBrkr,936,0,936,0,0,2010,WD ,"109,500",936,"1,872",0.5,4.79,$116.99 ,$58.49 
173,"$902,106,140.00 ",30,8960,Lvl,AllPub,OldTown,1Fam,1Story,5,6,1927,1950,TA,TA,1008,GasA,Y,FuseA,1028,0,1028,2,360,2010,WD ,"115,000","1,028","2,036",0.504911591,8.72,$111.87 ,$56.48 
174,"$902,110,090.00 ",20,5805,Bnk,AllPub,OldTown,1Fam,1Story,5,7,1957,1957,TA,TA,1347,GasA,Y,SBrkr,1347,0,1347,2,551,2010,WD ,"143,000","1,347","2,694",0.5,4.31,$106.16 ,$53.08 
175,"$902,125,080.00 ",50,5790,Lvl,AllPub,OldTown,1Fam,2Story,3,6,1915,1950,Fa,TA,840,GasA,N,SBrkr,840,765,1605,1,379,2010,WD ,"107,400","1,605","2,445",0.656441718,3.61,$66.92 ,$43.93 
176,"$902,125,160.00 ",30,4608,Lvl,AllPub,OldTown,1Fam,1Story,4,6,1945,1950,TA,TA,747,GasA,Y,SBrkr,747,0,747,1,220,2010,WD ,"80,000",747,"1,494",0.5,6.17,$107.10 ,$53.55 
178,"$902,206,040.00 ",50,5500,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,7,1929,2001,TA,TA,926,GasA,Y,SBrkr,926,0,1316,2,484,2010,WD ,"130,000",926,"1,852",0.5,5.94,$140.39 ,$70.19 
179,"$902,206,130.00 ",45,6900,Lvl,AllPub,OldTown,1Fam,1.5Fin,6,7,1938,2000,Gd,TA,827,GasA,Y,SBrkr,827,424,1251,1,240,2010,WD ,"119,000","1,251","2,078",0.602021174,5.52,$95.12 ,$57.27 
180,"$902,206,220.00 ",50,11851,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,7,1948,2009,TA,TA,1027,GasA,Y,SBrkr,1027,606,1633,1,240,2010,WD ,"129,000","1,633","2,660",0.613909774,7.26,$79.00 ,$48.50 
181,"$902,206,240.00 ",50,8239,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,6,1920,1962,TA,TA,1008,GasA,Y,SBrkr,1060,185,1245,1,315,2010,WD ,"100,000","1,245","2,253",0.552596538,6.62,$80.32 ,$44.39 
183,"$902,207,140.00 ",30,8520,Lvl,AllPub,OldTown,1Fam,1Story,6,8,1928,2003,TA,TA,624,GasA,Y,SBrkr,720,0,720,2,484,2010,WD ,"105,900",720,"1,344",0.535714286,11.83,$147.08 ,$78.79 
185,"$902,327,040.00 ",50,10800,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,6,1915,1950,Fa,TA,686,GasA,Y,SBrkr,966,686,1652,1,416,2010,WD ,"139,000","1,652","2,338",0.706586826,6.54,$84.14 ,$59.45 
186,"$902,329,030.00 ",70,9000,Lvl,AllPub,OldTown,1Fam,2Story,8,9,1890,2002,Fa,Fa,346,GasA,Y,SBrkr,1157,1111,2268,2,624,2010,WD ,"240,000","2,268","2,614",0.867635807,3.97,$105.82 ,$91.81 
188,"$902,402,010.00 ",20,7407,Lvl,AllPub,OldTown,1Fam,1Story,6,7,1957,1996,TA,TA,912,GasA,Y,FuseA,1236,0,1236,2,923,2010,WD ,"149,700","1,236","2,148",0.575418994,5.99,$121.12 ,$69.69 
189,"$902,402,130.00 ",70,7740,Lvl,AllPub,OldTown,1Fam,2Story,4,7,1910,1950,Fa,TA,622,GasA,Y,SBrkr,741,622,1363,2,528,2010,WD ,"125,500","1,363","1,985",0.686649874,5.68,$92.08 ,$63.22 
190,"$902,402,250.00 ",190,11340,Lvl,AllPub,OldTown,2fmCon,2Story,4,6,1885,1950,TA,TA,777,GasA,Y,SBrkr,1246,1044,2290,2,560,2010,WD ,"122,500","2,290","3,067",0.746657972,4.95,$53.49 ,$39.94 
191,"$902,403,070.00 ",70,10560,Lvl,AllPub,OldTown,1Fam,2Story,6,7,1922,1994,Fa,TA,738,GasA,Y,SBrkr,868,602,1470,2,624,2010,WD ,"140,750","1,470","2,208",0.66576087,7.18,$95.75 ,$63.75 
192,"$903,204,040.00 ",50,5830,Lvl,AllPub,BrkSide,1Fam,1.5Fin,5,6,1950,1997,TA,TA,988,GasA,Y,SBrkr,1030,582,1612,1,363,2010,WD ,"128,500","1,612","2,600",0.62,3.62,$79.71 ,$49.42 
194,"$903,225,150.00 ",30,5000,Lvl,AllPub,BrkSide,1Fam,1Story,4,7,1925,1950,TA,TA,765,GasA,N,FuseF,765,0,765,1,200,2010,WD ,"87,000",765,"1,530",0.5,6.54,$113.73 ,$56.86 
196,"$903,227,020.00 ",50,6000,Lvl,AllPub,BrkSide,1Fam,1.5Fin,6,6,1940,1950,TA,TA,572,GasA,Y,FuseA,848,348,1196,2,576,2010,WD ,"128,000","1,196","1,768",0.676470588,5.02,$107.02 ,$72.40 
197,"$903,227,150.00 ",50,6360,Lvl,AllPub,BrkSide,1Fam,1.5Fin,5,6,1942,1950,TA,TA,835,GasA,Y,FuseA,955,498,1453,1,240,2010,WD ,"132,000","1,453","2,288",0.635052448,4.38,$90.85 ,$57.69 
198,"$903,228,150.00 ",50,6000,Lvl,AllPub,BrkSide,1Fam,1.5Fin,6,7,1948,1950,TA,TA,780,GasA,Y,SBrkr,780,636,1416,1,312,2010,WD ,"139,900","1,416","2,196",0.644808743,4.24,$98.80 ,$63.71 
199,"$903,232,190.00 ",50,6240,Lvl,AllPub,BrkSide,1Fam,1.5Fin,5,7,1936,1980,TA,Fa,528,GasA,Y,SBrkr,548,492,1040,2,624,2010,WD ,"123,900","1,040","1,568",0.663265306,6,$119.13 ,$79.02 
200,"$903,233,120.00 ",50,6240,Lvl,AllPub,BrkSide,1Fam,1.5Fin,5,5,1930,1950,TA,TA,928,GasA,Y,FuseF,928,608,1536,2,480,2010,WD ,"138,400","1,536","2,464",0.623376623,4.06,$90.10 ,$56.17 
201,"$903,234,050.00 ",30,6120,Lvl,AllPub,OldTown,1Fam,1Story,6,5,1923,1950,Fa,Fa,1124,GasA,Y,SBrkr,1068,0,1068,1,288,2010,WD ,"109,500","1,068","2,192",0.487226277,5.73,$102.53 ,$49.95 
202,"$903,425,110.00 ",70,10300,Bnk,AllPub,OldTown,1Fam,2Story,7,6,1921,1950,TA,TA,576,GasA,Y,SBrkr,902,808,1710,2,480,2010,WD ,"140,000","1,710","2,286",0.748031496,6.02,$81.87 ,$61.24 
203,"$903,426,180.00 ",50,8094,Lvl,AllPub,OldTown,1Fam,1.5Fin,4,5,1915,1950,TA,TA,888,GasA,Y,SBrkr,888,1074,1962,2,572,2010,WD ,"149,500","1,962","2,850",0.688421053,4.13,$76.20 ,$52.46 
204,"$903,426,200.00 ",70,12900,Lvl,AllPub,OldTown,1Fam,2Story,6,8,1912,2009,TA,TA,780,GasA,Y,SBrkr,780,780,1560,0,0,2010,WD ,"159,900","1,560","2,340",0.666666667,8.27,$102.50 ,$68.33 
205,"$903,430,080.00 ",70,3068,Lvl,AllPub,OldTown,1Fam,2Story,6,8,1920,1993,TA,TA,662,GasA,Y,SBrkr,662,662,1324,1,180,2010,WD ,"122,000","1,324","1,986",0.666666667,2.32,$92.15 ,$61.43 
206,"$903,450,110.00 ",90,8472,Bnk,AllPub,IDOTRR,Duplex,1Story,5,5,1963,1963,Gd,TA,816,GasA,N,SBrkr,816,0,816,2,516,2010,WD ,"110,000",816,"1,632",0.5,10.38,$134.80 ,$67.40 
207,"$903,454,060.00 ",190,5600,Lvl,AllPub,IDOTRR,2fmCon,2Story,4,5,1930,1950,NA,NA,0,GasA,N,SBrkr,372,720,1092,0,0,2010,WD ,"55,000","1,092","1,092",1,5.13,$50.37 ,$50.37 
208,"$903,476,030.00 ",190,7630,Lvl,AllPub,OldTown,2fmCon,2Story,5,9,1900,1996,Gd,TA,360,GasA,Y,SBrkr,1032,780,1812,2,672,2010,WD ,"140,000","1,812","2,172",0.834254144,4.21,$77.26 ,$64.46 
269,"$907,290,170.00 ",120,4435,Lvl,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gd,TA,848,GasA,Y,SBrkr,848,0,848,2,420,2010,WD ,"143,750",848,"1,696",0.5,5.23,$169.52 ,$84.76 
270,"$907,290,240.00 ",120,4426,Lvl,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gd,TA,848,GasA,Y,SBrkr,848,0,848,2,420,2010,WD ,"143,000",848,"1,696",0.5,5.22,$168.63 ,$84.32 
